topic;question;correct;wrong1;wrong2;wrong3;wrong4;wrong5;wrong6;wrong7
студии;Какая студия сняла «Ковбоя Бибопа»;Sunrise;Bones;Madhouse;Gainax;Pierrot;Toei Animation;MAPPA;Ufotable
студии;Какая студия сняла аниме «Тетрадь смерти»;Madhouse;Bones;Pierrot;Sunrise;MAPPA;Ufotable;Toei Animation;Gainax
студии;Какая студия сняла «Форму голоса»;Kyoto Animation;CoMix Wave Films;Madhouse;Bones;MAPPA;Ufotable;Sunrise;Pierrot
студии;Какая студия сняла «Меланхолию Харухи Судзумии»;Kyoto Animation;J.C.Staff;Madhouse;Bones;Sunrise;Gainax;Pierrot;A-1 Pictures
студии;Какая студия сняла «Мастера меча онлайн»;A-1 Pictures;Madhouse;Bones;MAPPA;Ufotable;White Fox;Pierrot;J.C.Staff
студии;Какая студия сняла «Ре:Зеро»;White Fox;A-1 Pictures;Madhouse;Bones;MAPPA;Ufotable;J.C.Staff;Pierrot
студии;Какая студия сняла «Паразита»;Madhouse;Bones;MAPPA;Pierrot;Ufotable;Sunrise;Toei Animation;White Fox
студии;Какая студия сняла «Охотника х Охотника» 2011 года;Madhouse;Pierrot;Bones;Sunrise;MAPPA;Ufotable;Toei Animation;J.C.Staff
режиссёры;Кто снял «Унесённые призраками»;Хаяо Миядзаки;Исао Такахата;Макото Синкай;Мамору Хосода;Сатоси Кон;Хидэаки Анно;Кацухиро Отомо;Горо Миядзаки
режиссёры;Кто снял «Твоё имя»;Макото Синкай;Хаяо Миядзаки;Мамору Хосода;Сатоси Кон;Исао Такахата;Наоко Ямада;Хидэаки Анно;Горо Миядзаки
режиссёры;Кто снял «Могилу светлячков»;Исао Такахата;Хаяо Миядзаки;Макото Синкай;Мамору Хосода;Сатоси Кон;Хидэаки Анно;Ёсифуми Кондо;Горо Миядзаки
режиссёры;Кто снял «Акиру»;Кацухиро Отомо;Хаяо Миядзаки;Сатоси Кон;Мамору Осии;Хидэаки Анно;Исао Такахата;Макото Синкай;Мамору Хосода
режиссёры;Кто снял «Принцессу Мононоке»;Хаяо Миядзаки;Исао Такахата;Мамору Хосода;Сатоси Кон;Макото Синкай;Хидэаки Анно;Мамору Осии;Горо Миядзаки
режиссёры;Кто снял «Ходячий замок»;Хаяо Миядзаки;Исао Такахата;Мамору Хосода;Сатоси Кон;Макото Синкай;Ёсифуми Кондо;Хиромаса Ёнэбаяси;Горо Миядзаки
режиссёры;Кто снял «Моего соседа Тоторо»;Хаяо Миядзаки;Исао Такахата;Ёсифуми Кондо;Хиромаса Ёнэбаяси;Мамору Хосода;Сатоси Кон;Макото Синкай;Горо Миядзаки
режиссёры;Кто снял «Ведьмину службу доставки»;Хаяо Миядзаки;Исао Такахата;Ёсифуми Кондо;Хиромаса Ёнэбаяси;Мамору Хосода;Сатоси Кон;Мамору Осии;Горо Миядзаки
режиссёры;Кто снял «Паприку»;Сатоси Кон;Мамору Осии;Хидэаки Анно;Кацухиро Отомо;Хаяо Миядзаки;Мамору Хосода;Макото Синкай;Исао Такахата
режиссёры;Кто снял «Призрак в доспехах» 1995 года;Мамору Осии;Сатоси Кон;Кацухиро Отомо;Хидэаки Анно;Хаяо Миядзаки;Мамору Хосода;Макото Синкай;Исао Такахата
режиссёры;Кто снял «Девочку, покорившую время»;Мамору Хосода;Макото Синкай;Сатоси Кон;Наоко Ямада;Хаяо Миядзаки;Мамору Осии;Хидэаки Анно;Исао Такахата
режиссёры;Кто снял «Форму голоса»;Наоко Ямада;Макото Синкай;Мамору Хосода;Сатоси Кон;Хаяо Миядзаки;Хидэаки Анно;Мамору Осии;Исао Такахата
режиссёры;Кто снял «Дитя погоды»;Макото Синкай;Мамору Хосода;Наоко Ямада;Сатоси Кон;Хаяо Миядзаки;Хидэаки Анно;Мамору Осии;Горо Миядзаки
режиссёры;Кто снял «Судзумэ, закрывающую двери»;Макото Синкай;Мамору Хосода;Наоко Ямада;Хаяо Миядзаки;Сатоси Кон;Хидэаки Анно;Исао Такахата;Горо Миядзаки
режиссёры;Кто снял «Евангелион» и его ремейки;Хидэаки Анно;Мамору Осии;Сатоси Кон;Кацухиро Отомо;Хаяо Миядзаки;Макото Синкай;Мамору Хосода;Наоко Ямада
годы;В каком году вышел первый эпизод аниме «Ван-Пис»;1999;1996;1997;1998;2000;2001;2002;2003
годы;В каком году вышел первый эпизод аниме «Наруто»;2002;1999;2000;2001;2003;2004;2005;2006
годы;В каком году вышел сериал «Евангелион»;1995;1992;1993;1994;1996;1997;1998;1999
годы;В каком году вышли «Унесённые призраками»;2001;1998;1999;2000;2002;2003;2004;2005
годы;В каком году вышел фильм «Акира»;1988;1984;1985;1986;1987;1989;1990;1991
годы;В каком году вышел первый сезон «Атаки титанов»;2013;2010;2011;2012;2014;2015;2016;2017
годы;В каком году вышел фильм «Твоё имя»;2016;2013;2014;2015;2017;2018;2019;2020
годы;В каком году вышел первый сезон «Клинка, рассекающего демонов»;2019;2016;2017;2018;2020;2021;2022;2023
годы;Какое аниме получило «Оскар» за лучший анимационный фильм в 2003 году;Унесённые призраками;Принцесса Мононоке;Ходячий замок;Мой сосед Тоторо;Могила светлячков;Акира;Призрак в доспехах;Навсикая
герои;Как зовут главного героя «Ван-Писа»;Монки Д. Луффи;Ророноа Зоро;Санджи;Нами;Усопп;Тони Тони Чоппер;Нико Робин;Френки
герои;Как зовут мечника в команде Луффи;Ророноа Зоро;Санджи;Усопп;Френки;Брук;Джимбей;Трафальгар Ло;Шанкс
герои;Как зовут кока в команде Луффи;Санджи;Ророноа Зоро;Усопп;Френки;Брук;Джимбей;Чоппер;Робин
герои;Как зовут рыжеволосого пирата, отдавшего Луффи соломенную шляпу;Шанкс;Эйс;Гарп;Дракон;Уайтбирд;Кайдо;Дофламинго;Крокодайл
герои;Что даёт силы, но отнимает способность плавать;Дьявольский фрукт;Морской камень;Хаки;Кровь дракона;Печать;Проклятый меч;Эликсир;Жемчужина
герои;Как зовут главного героя «Наруто»;Наруто Удзумаки;Саскэ Утиха;Какаси Хатакэ;Сакура Харуно;Итати Утиха;Гаара;Дзирайя;Мадара Утиха
герои;Какой хвостатый зверь запечатан в Наруто;Девятихвостый лис;Однохвостый енот;Восьмихвостый бык;Трёххвостая черепаха;Двухвостая кошка;Четырёххвостая обезьяна;Семихвостый жук;Шестихвостый слизень
герои;Кто из легендарных саннинов обучал Наруто;Дзирайя;Орочимару;Цунадэ;Какаси;Итати;Минато;Хирудзен;Мадара
герои;Как называется родная деревня Наруто;Коноха;Суна;Кири;Кумо;Ива;Ото;Ame;Такигакурэ
герои;Как называется глазная техника клана Утиха;Шаринган;Бьякуган;Ринненган;Тэнсэйган;Дзёган;Кэккэй Гэнкай;Мангэкё;Хёган
герои;Кто старший брат Саскэ Утихи;Итати;Мадара;Обито;Шисуи;Изуна;Фугаку;Индра;Саске
герои;Как зовут главного героя «Блича»;Итиго Куросаки;Рукия Кучики;Ренджи Абараи;Урю Исида;Садо Ясутора;Бякуя Кучики;Кэмпати Дзараки;Айзен Соскэ
герои;Как зовут главного героя «Магической битвы»;Юдзи Итадори;Мэгуми Фусигуро;Нобара Кугисаки;Сатору Годзё;Тодзи Фусигуро;Кэнто Нанами;Юта Оккоцу;Аой Тодо
герои;Чей палец проглотил Итадори;Рёмэн Сукуна;Сатору Годзё;Махито;Дзёго;Кэндзяку;Тодзи Фусигуро;Ханами;Юта Оккоцу
герои;Как зовут учителя с завязанными глазами в «Магической битве»;Сатору Годзё;Кэнто Нанами;Масамити Яга;Сюко Иэйри;Аой Тодо;Мэй Мэй;Утахимэ Иори;Кусакабэ
герои;Как зовут главного героя «Человека-бензопилы»;Дэндзи;Аки Хаякава;Пауэр;Макима;Химэно;Кобэни;Кисибэ;Реже
герои;Как зовут пса-дьявола, слившегося с Дэндзи;Почита;Пауэр;Макима;Бим;Мяучи;Кон;Курама;Хэппи
герои;Как зовут рогатую напарницу Дэндзи;Пауэр;Макима;Химэно;Кобэни;Реже;Аса;Ёру;Мяучи
герои;Как зовут главного героя «Атаки титанов»;Эрен Йегер;Микаса Аккерман;Армин Арлерт;Леви Аккерман;Эрвин Смит;Ханджи Зоэ;Райнер Браун;Зик Йегер
герои;Как зовут капрала-легенду из «Атаки титанов»;Леви Аккерман;Эрвин Смит;Ханджи Зоэ;Кенни Аккерман;Майк Закариас;Дот Пиксис;Найл Док;Зик Йегер
герои;Как называется самая внешняя стена в «Атаке титанов»;Мария;Роза;Сина;Утгард;Тростъ;Шиганшина;Орвуд;Крон
герои;Как зовут главного героя «Стального алхимика»;Эдвард Элрик;Альфонс Элрик;Рой Мустанг;Риза Хоукай;Уинри Рокбелл;Кинг Брэдли;Скар;Хоэнхайм
герои;Что потерял Эдвард Элрик при попытке воскресить мать;Руку и ногу;Зрение;Голос;Слух;Память;Обе руки;Сердце;Способность к алхимии
герои;Во что заключена душа Альфонса Элрика;В доспехи;В книгу;В камень;В зеркало;В меч;В часы;В куклу;В кристалл
герои;Как зовут главного героя «Моей геройской академии»;Идзуку Мидория;Кацуки Бакуго;Сёто Тодороки;Очако Урарака;Всемогущий;Тэнья Иида;Эйдзиро Киришима;Момо Яойородзу
герои;Как называется причуда, доставшаяся Мидории от Всемогущего;Один за всех;Все за одного;Взрыв;Полухолод-полужар;Невесомость;Двигатель;Затвердение;Творение
герои;Как зовут главного героя «Клинка, рассекающего демонов»;Танджиро Камадо;Зеницу Агацума;Иноскэ Хашибира;Гию Томиока;Кёджуро Ренгоку;Тенген Узуй;Санеми Шинадзугава;Муичиро Токито
герои;Как зовут сестру Танджиро, ставшую демоном;Нэдзуко;Канао;Шинобу;Мицури;Аои;Сумиджиро;Ханако;Такэо
герои;Кто главный демон в «Клинке, рассекающем демонов»;Мудзан Кибуцуджи;Акадза;Дома;Кокушибо;Гютаро;Ханцу;Энму;Рюй
герои;Как зовут главного героя «Токийского гуля»;Кэн Канэки;Тока Киришима;Рэндзи Ёмо;Кисё Арима;Дзюдзо Судзуя;Нисики Нисио;Хидэёси Нагатика;Ёсимура
герои;Как зовут главного героя «Ванпанчмена»;Сайтама;Генос;Кинг;Бэнг;Тацумаки;Фубуки;Мумэн Райдер;Гаро
герои;Как зовут ученика-киборга Сайтамы;Генос;Кинг;Бэнг;Мумэн Райдер;Гаро;Метал Бэт;Сонический;Пуритель
герои;Как зовут главного героя «Драконьего жемчуга»;Сон Гоку;Вегета;Пикколо;Гохан;Крилин;Трункс;Фриза;Ямча
герои;Кто вечный соперник Гоку из расы саянов;Вегета;Пикколо;Крилин;Фриза;Ямча;Тьен;Селл;Буу
герои;Как зовут главного героя «Ковбоя Бибопа»;Спайк Шпигель;Джет Блэк;Фэй Валентайн;Эдвард;Вишес;Эйн;Линь;Гренсия
герои;Как зовут главного героя «Гинтамы»;Гинтоки Саката;Синпати Симура;Кагура;Кацура;Такасуги;Хиджиката;Окита;Кондо
герои;Как зовут бога смерти, уронившего тетрадь в мире людей;Рюк;Рэм;Сидо;Джелус;Армония;Дэридову;Гук;Зеллогги
герои;Как зовут детектива, противостоящего Лайту Ягами;Эл;Ниа;Мелло;Ватари;Соитиро;Мацуда;Айзава;Могами
герои;Как зовут главного героя «Тетради смерти»;Лайт Ягами;Эл Лоулайт;Рюк;Миса Аманэ;Ниа;Мелло;Тэру Миками;Соитиро Ягами
герои;Как зовут главного героя «Берсерка»;Гатс;Гриффит;Каска;Пак;Зодд;Джудо;Ширке;Фарнеза
герои;Как зовут главную героиню «Сейлор Мун»;Усаги Цукино;Ами Мидзуно;Рэй Хино;Макото Кино;Минако Айно;Тиби Уса;Харука Тэно;Мититу Кайо
герои;Как зовут пилота Евы-01 в «Евангелионе»;Синдзи Икари;Рэй Аянами;Аска Лэнгли;Каору Нагиса;Гэндо Икари;Мисато Кацураги;Рицуко Акаги;Тодзи Судзухара
герои;Как зовут пилота Евы-00;Рэй Аянами;Синдзи Икари;Аска Лэнгли;Каору Нагиса;Мисато Кацураги;Рицуко Акаги;Маю Мия;Хикари Хораки
герои;Как называется организация, управляющая Евами;NERV;SEELE;WILLE;GEHIRN;MAGI;JSSDF;NASA;UNIT
герои;Как зовут главного героя первой части «ДжоДжо»;Джонатан Джостар;Джозеф Джостар;Джотаро Кудзё;Джоске Хигасиката;Джорно Джованна;Дио Брандо;Джолин Кудзё;Джосуке
герои;Кто главный вампир-антагонист «ДжоДжо»;Дио Брандо;Кars;Эсидиси;Ваниллу Айс;Йошикагэ Кира;Дьяволо;Пуччи;Валентайн
герои;Как называются сверхспособности в «ДжоДжо»;Стенды;Хамон;Гиасы;Причуды;Проклятые техники;Нэн;Бенды;Алхимия
герои;Как называется сила, которую даёт Лелушу «Код Гиасс»;Гиас;Стенд;Нэн;Причуда;Хамон;Алхимия;Бьякуган;Шаринган
герои;Как зовут главного героя «Мастера меча онлайн»;Кирито;Клейн;Агил;Синон;Асуна;Юки;Лиз;Сугуха
герои;Как зовут главную героиню «Мастера меча онлайн»;Асуна;Синон;Лиз;Сугуха;Юки;Сильвия;Аргo;Юуна
герои;Как зовут главного героя «Ре:Зеро»;Субару Нацуки;Рем;Рам;Эмилия;Беатрис;Розваль;Отто;Гарфиэль
герои;Как зовут полуэльфийку, за которой следует Субару;Эмилия;Рем;Рам;Беатрис;Прискилла;Крусш;Анастасия;Фелт
герои;Как зовут учителя-осьминога из «Класса убийц»;Коро-сэнсэй;Карасума;Ирина;Нагиса;Карма;Гакухо;Ицуна;Ритсу
герои;Как зовут главного героя «Доктора Стоуна»;Сенку Ишигами;Тайдзю Оки;Юдзуриха;Цукаса Шишио;Хром;Кохаку;Генн;Рюсуй
герои;Как зовут огненного мага из «Хвоста феи»;Нацу Драгнил;Грей Фуллбастер;Эльза Скарлет;Люси Хартфилия;Гажил;Венди;Лаксус;Гилдартс
герои;Как зовут кота-компаньона Нацу;Хэппи;Чарли;Лили;Фрош;Лектор;Плю;Никора;Мидо
герои;Как зовут кота-робота из будущего;Дораэмон;Нобита;Сидзука;Джайан;Сунэо;Дорами;Гиан;Дэкисуги
герои;Как зовут покемона-талисмана франшизы;Пикачу;Чармандер;Бульбазавр;Сквиртл;Иви;Мяут;Джигглипафф;Снорлакс
термины;Что означает слово «сэйю»;Актёр озвучивания;Режиссёр аниме;Автор манги;Художник фона;Композитор;Продюсер;Аниматор;Сценарист
термины;Для кого предназначена манга жанра «сёнэн»;Для юношей;Для девушек;Для взрослых мужчин;Для взрослых женщин;Для детей;Для пожилых;Для всех;Для семейного чтения
термины;Для кого предназначена манга жанра «сёдзё»;Для девушек;Для юношей;Для взрослых мужчин;Для взрослых женщин;Для детей;Для пожилых;Для всех;Для семейного чтения
термины;Для кого предназначена манга жанра «сэйнэн»;Для взрослых мужчин;Для юношей;Для девушек;Для взрослых женщин;Для детей;Для пожилых;Для всех;Для школьников
термины;Для кого предназначена манга жанра «дзёсэй»;Для взрослых женщин;Для девушек-подростков;Для юношей;Для взрослых мужчин;Для детей;Для пожилых;Для всех;Для школьников
термины;Что описывает жанр «исэкай»;Перенос героя в другой мир;Спортивное соперничество;Школьный роман;Историческую драму;Расследование преступлений;Кулинарные состязания;Военный конфликт;Музыкальную карьеру
термины;Кого называют «цундэрэ»;Того, кто прячет симпатию за грубостью;Того, чья любовь переходит в одержимость;Молчаливого героя;Весёлого простака;Хладнокровного злодея;Наставника;Труса;Гения
термины;Кого называют «яндэрэ»;Того, чья любовь переходит в одержимость;Того, кто прячет симпатию за грубостью;Молчаливого героя;Весёлого простака;Хладнокровного злодея;Наставника;Труса;Гения
термины;Что описывает жанр «меха»;Истории о больших пилотируемых роботах;Истории о магии;Истории о спорте;Истории о кулинарии;Истории о школе;Истории о музыке;Истории о путешествиях;Истории о призраках
термины;Что означает аббревиатура OVA;Выпуск сразу на видеоносителях;Открытая версия аниме;Оригинальная звуковая дорожка;Официальная озвучка;Полнометражный фильм;Пилотная серия;Сборник клипов;Спецвыпуск для ТВ
термины;Что такое «додзинси»;Любительская манга;Официальный артбук;Сценарий аниме;Журнал с обзорами;Каталог мерча;Сборник саундтреков;Интервью с авторами;Раскадровка
термины;Что такое «опенинг»;Заставка в начале серии;Финальные титры;Вставка в середине;Трейлер сезона;Первая серия;Пилотный выпуск;Сборник лучших моментов;Рекламная пауза
термины;В каком журнале выходит «Ван-Пис»;Weekly Shonen Jump;Weekly Shonen Magazine;Weekly Shonen Sunday;Young Jump;Afternoon;Bessatsu Shonen Magazine;Morning;Ultra Jump
термины;В каком журнале выходила «Атака титанов»;Bessatsu Shonen Magazine;Weekly Shonen Jump;Weekly Shonen Sunday;Young Jump;Afternoon;Morning;Ultra Jump;Nakayoshi
термины;Как в аниме называют фестиваль поклонников с костюмами;Косплей;Додзинси;Омакэ;Фансервис;Сэйю;Меха;Хентай;Сёнэн
сюжет;Из какой деревни родом Наруто?;Скрытый Лист (Коноха);Скрытый Песок;Скрытый Туман;Скрытый Камень;Скрытый Дождь;Скрытый Звук;Скрытый Водоворот;Скрытая Трава
сюжет;Как зовут девятихвостого лиса, запечатанного в Наруто?;Курама;Шукаку;Матаби;Исоби;Сон Гоку;Кокуо;Сайкен;Гьюки
сюжет;Какая мечта у Луффи?;Стать Королём пиратов;Отомстить Марине;Стать морским офицером;Найти вечную молодость;Найти сокровище для семьи;Освободить рыболюдей;Победить Мировое правительство;Стать величайшим мечником
сюжет;Как назывался первый корабль команды Луффи?;Going Merry;Thousand Sunny;Moby Dick;Oro Jackson;Red Force;Polar Tang;Miss Love Duck;Flying Dutchman
сюжет;Как называются стены, защищающие человечество в «Атаке титанов»?;Мария, Роза, Сина;Альфа, Бета, Гамма;Север, Юг, Восток;Форт, Крепость, Бастион;Ирис, Лилия, Астра;Один, Тор, Локи;Гамма, Дельта, Омега;Юг, Запад, Центр
сюжет;Носителем каких титанов в итоге оказывается Эрен?;Титан Атаки и Титан Основатель;Женский титан;Титан Броня;Титан Молот;Титан Челюсть;Титан Телега;Титан Колосс;Титан Зверь
сюжет;Как зовут синигами, отдавшего Лайту тетрадь смерти?;Рюк;Рем;Сидо;Гелус;Джелус;Армония Джастин;Мидора;Кира
сюжет;Что произойдёт, если написать имя человека в тетради смерти, не зная его лица?;Ничего — человек не умрёт;Он всё равно умрёт;Умрёт случайный однофамилец;Тетрадь сгорит;Владелец узнает об ошибке;Человек впадёт в кому;Смерть отложится на 23 дня;Рюк заберёт тетрадь обратно
сюжет;Что пытались сделать братья Элрики в начале «Стального алхимика»?;Воскресить мать через алхимию;Найти философский камень ради денег;Победить государственных алхимиков;Стать военными офицерами;Открыть врата истины;Спасти отца;Победить Гомункулов;Получить статус государственного алхимика
сюжет;Что потерял Эдвард в результате неудачной трансмутации?;Ногу, позже и руку;Зрение;Память;Голос;Слух;Обоняние;Способность колдовать;Душу
сюжет;Настоящее имя Деку из «Моей геройской академии»?;Изуку Мидория;Кацуки Бакуго;Шото Тодороки;Тенья Иида;Очако Урарака;Эйдзиро Кирисима;Денки Каминари;Мезо Шодзи
сюжет;Как называется способность, переданная Деку Всемогущим?;One For All;All For One;One For None;Quirk Overdrive;Ultimate Move;Full Cowling;Smash;Detroit Smash
сюжет;Почему Тандзиро становится истребителем демонов?;Демон убил его семью, а сестра превратилась в демона;Он мечтал о славе;Его наняло государство;Хотел отомстить за друга;Хотел стать сильнейшим мечником;Семья была бедна, и он искал заработок;Его выбрали боги;Потерял память и искал ответы
сюжет;Как зовут сестру Тандзиро?;Нэдзуко;Шинобу;Мицури;Канао;Тамаё;Аой;Макомо;Сумиреко
сюжет;Что проглатывает Юдзи Итадори в начале «Магической битвы»?;Палец Сукуны;Кровь демона;Проклятый амулет;Осколок меча;Проклятый свиток;Глаз демона;Клык проклятия;Сердце Сукуны
сюжет;Кто такой Сукуна?;Король проклятий;Учитель Юдзи;Директор школы магов;Дух-хранитель Юдзи;Одержимый монах;Древний ками;Брат Юдзи;Демон-хранитель школы
сюжет;Почему Сайтама из «Ванпанчмена» скучает?;Он побеждает любого врага одним ударом;У него вообще нет врагов;Он потерял силы;Его никто не боится;Он герой-любитель без лицензии;Его никто не помнит;Его отвергла Ассоциация Героев;Он устал от славы
сюжет;Родная планета Гоку в «Драгонболле»?;Планета Вегета;Земля;Намек;Планета Фриза;Планета Сайян-Прайм;Планета Ямчи;Корин Тауэр;Планета Ки
сюжет;При каких обстоятельствах Гоку впервые становится Супер Сайяном?;В ярости после гибели Крилина от руки Фризы;Тренируясь у Мастера Роши;На турнире с Пикколо;В детстве при виде полной луны;После победы над Веджитой;В комнате духа и времени;Сражаясь с Селлом;Во время Турнира Силы
сюжет;Из-за чего Канеки становится полу-гулем в «Токийском гуле»?;Ему пересадили органы гуля Ризе;Его укусил гуль;Он выпил кровь гуля;Родился таким;Заразился через рану;Съел плоть гуля;Получил проклятие;Прошёл ритуал гулей
сюжет;Кого ищет Гон, отправляясь на экзамен охотников в Hunter x Hunter?;Своего отца Джина;Пропавшую мать;Легендарное сокровище;Друга детства;Секретное общество охотников;Древний артефакт;Потерянный город;Способ стать сильнейшим
сюжет;Как называется экзамен, который Гон сдаёт в начале истории?;Экзамен на Охотника;Экзамен алхимиков;Турнир Небесной арены;Испытание гильдии;Испытание Зодиака;Отбор Ассоциации;Кубок Хантеров;Ритуал Посвящения
сюжет;Какую силу получает Лелуш от Си-Си в «Коде Гиас»?;Гиас — силу абсолютного повиновения;Бессмертие;Телепатию;Контроль над роботами;Регенерацию;Невидимость;Телепортацию;Чтение мыслей
сюжет;Какова главная цель Лелуша?;Уничтожить империю Британию ради мира для сестры;Стать императором ради власти;Отомстить школе;Найти пропавшего отца;Освободить Зону 11 из мести;Захватить весь мир;Уничтожить Орден Чёрных Рыцарей;Найти сестру
сюжет;"Какое устройство изобретают герои Steins;Gate?";Телефон-микроволновку для отправки сообщений в прошлое;Портал в другое измерение;ИИ-ассистента;Машину для клонирования;Квантовый компьютер;Генератор временных петель;Голографический проектор;Костюм для путешествий во времени
сюжет;Кем по профессии являются герои «Ковбоя Бибопа»?;Охотники за головами;Полицейские;Космические пираты;Наёмные солдаты;Контрабандисты;Торговцы оружием;Дипломаты;Исследователи космоса
сюжет;С кем сражаются пилоты EVA в «Евангелионе»?;С Ангелами;С демонами;С инопланетными роботами;Друг с другом;С роботами NERV;С мутантами;С искусственным интеллектом;С богами
сюжет;Кем Гендо приходится Синдзи в «Евангелионе»?;Отцом;Дядей;Учителем;Братом;Дедом;Опекуном;Начальником;Крёстным
сюжет;Что происходит, если умереть в игре в Sword Art Online?;Игрок умирает и в реальности;Игра просто перезапускается;Персонаж теряет уровень;Ничего, это безопасно;Игрок теряет память;Игрок застревает в игре навсегда;Аватар удаляется;Игрок впадает в кому на неделю
сюжет;Кем становится Ичиго в «Блич»?;Синигами (Богом смерти);Пустым (Холлоу);Квинси;Обычным человеком с мечом;Фуллбрингером;Арранкаром;Вайзардом;Человеком без сил
сюжет;Что такое Fairy Tail?;Гильдия волшебников;Школа магии;Королевская армия;Секретная организация шпионов;Отряд наёмников;Религиозный орден;Клан драконов;Совет магов
сюжет;В чём секрет семьи Форджер в Spy x Family?;Отец — шпион, мать — убийца, дочь — телепат;Все трое — шпионы;Отец — учёный, мать — врач;Семья скрывает, что они инопланетяне;Мать — шпион, отец — убийца;Дочь тоже шпион;Все трое из разведки;Это обычная семья без секретов
сюжет;К какому клану принадлежит Саске из «Наруто»?;Учиха;Хьюга;Нара;Акимичи;Узумаки;Сенджу;Хошигаке;Инузука
сюжет;Какой глазной техникой владеет клан Учиха?;Шаринган;Бьякуган;Дзюкен;Расенган;Ринненган;Мангекё;Чакра-глаз;Кекке Генкай Льда
сюжет;Как называются мистические фрукты, дающие способности в «Ван-Пис»?;Дьявольские фрукты (Акума но Ми);Фрукты силы;Магические плоды;Фрукты Ван-Пис;Дьявольские ягоды;Фрукты Пробуждения;Плоды Гранд Лайн;Фрукты Мудрецов
сюжет;Как зовут отца Эрена в «Атаке титанов»?;Гриша Йегер;Кенни Аккерман;Зик Йегер;Эрвин Смит;Ривай Аккерман;Дот Пиксис;Родж Райнберг;Уриэ Ретц
сюжет;Кто становится преемниками L после его смерти в «Тетради смерти»?;Ниа и Мелло;Лайт и Миса;Мацуда и Аидзава;Ватари и Сотю;Мисора и Мацуда;Мэтт и Мелло;Ниа и Мэтт;Кира и Ниа
сюжет;Какой стиль дыхания Тандзиро использует чаще всего в начале «Клинка, рассекающего демонов»?;Дыхание воды;Дыхание пламени;Дыхание грома;Дыхание камня;Дыхание ветра;Дыхание насекомых;Дыхание любви;Дыхание солнца
сюжет;Как называется школа, в которую поступает Деку?;Академия Юэй;Академия Сёкэй;Школа Шикен;Институт Хиро;Академия Сейран;Школа Оботоку;Академия Дзинко;Институт Хиросаки
сюжет;Как называется школа, где учится Юдзи в «Магической битве»?;Токийская школа магии проклятий;Академия экзорцистов Киото;Институт духов Осаки;Школа Джуджуцу Кансай;Академия проклятых искусств Нагоя;Токийский институт магов;Западная школа заклинателей;Северная академия духов
сюжет;Кто становится союзником Гоку после событий на Намеке?;Вегета;Фриза;Радиц;Кулд;Наппа;Зарбон;Додория;Гараф
сюжет;Чем известна семья Киллуа в Hunter x Hunter?;Это семья профессиональных убийц (Дзолдики);Они торговцы;Они целители;Они охотники за сокровищами;Они военные генералы;Они дипломаты;Они учёные;Они пираты
сюжет;Под каким псевдонимом Лелуш возглавляет восстание?;Зеро;Феникс;Некто;Гиас;Маска;Тень;Один;Люмен
